Series_reference,Salary,STATUS,Subject,Group,Industry
BDCQ.SED2REA,236.536145,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,235.018675,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,259.32178,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,242.671618,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,256.010151,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,252.158918,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,279.797188,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,259.822235,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,260.022123,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2REA,275.682332,F,Business Data Collection - BDC,Region by employment variable,Gisborne
BDCQ.SED2RFA,672.260973,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,636.299196,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,677.363996,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,665.866227,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,694.293588,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,654.07464,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,703.162991,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,692.647599,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,709.457076,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,672.667006,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,740.209375,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,708.150846,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,735.932084,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,708.604935,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,756.730287,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,735.577833,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,772.8036,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,753.323592,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,779.374879,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,796.37136,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,803.180995,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,773.679209,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,818.603764,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,823.851459,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,849.301144,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,822.111994,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,890.370571,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,868.893821,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,907.055939,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,882.530042,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,963.179835,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,921.821855,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,971.226583,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,943.124827,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,1040.54135,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,980.248729,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,1002.99003,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RFA,1026.814787,F,Business Data Collection - BDC,Region by employment variable,Hawke's Bay
BDCQ.SED2RGA,518.450967,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,511.936914,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,540.670919,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,541.016694,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,553.947222,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,548.161898,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,575.294712,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,561.816492,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,575.235329,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,572.677019,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,626.687405,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,595.901981,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,611.481625,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,608.2971,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,633.679191,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,605.152324,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,619.681864,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,620.906251,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,627.513655,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,639.083164,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,618.068981,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,611.54565,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,635.067324,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,634.954714,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,649.928039,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,646.70685,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,675.590395,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,681.719714,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,688.451854,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,676.194993,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,726.749257,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,676.533482,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,707.853404,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,708.566784,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,766.912388,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,709.997561,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,712.454185,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RGA,744.541961,F,Business Data Collection - BDC,Region by employment variable,Taranaki
BDCQ.SED2RHA,963.464395,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,949.077527,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1008.888587,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,965.299989,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,991.73898,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,973.192844,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1056.023937,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,983.655307,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1015.887338,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,998.04727,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1088.845707,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1001.873012,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1053.435562,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1049.380942,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1137.839695,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1048.495176,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1097.962599,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1111.529184,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1153.357845,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1133.602219,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1128.95633,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1131.92718,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1185.741133,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1163.76406,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1185.303009,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1199.233872,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1267.389528,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1227.583845,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1256.823341,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1277.911494,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1359.246282,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1280.83281,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1325.690561,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1346.389379,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1453.814075,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1363.113103,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1362.430951,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RHA,1454.042771,F,Business Data Collection - BDC,Region by employment variable,Manawatu-Whanganui
BDCQ.SED2RIA,2780.027646,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2893.968381,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2972.036014,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2828.835612,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2875.217272,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2966.231448,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2846.314247,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2884.906555,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2954.582982,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3039.673831,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3179.507317,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,2956.200566,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3062.574642,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3197.655524,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3331.484798,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3013.970686,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3185.784505,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3283.132725,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3412.880761,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3244.402384,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3348.36763,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3346.182943,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3542.282508,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3350.673612,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3521.531264,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3514.760496,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3764.807923,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3548.802266,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3717.774132,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3731.92792,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4019.944118,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,3726.26892,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4004.918408,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4030.350328,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4420.182247,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4037.76465,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4081.956388,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RIA,4354.101988,F,Business Data Collection - BDC,Region by employment variable,Wellington
BDCQ.SED2RJA,120.96169,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,113.84131,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,121.414718,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,122.874556,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,129.948862,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,122.100561,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,130.110265,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,125.632225,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,134.61643,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,130.632858,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,146.677652,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,144.778361,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,154.958053,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,151.824328,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,165.1548,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,163.596391,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,174.487633,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,173.988542,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,184.095709,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,187.426041,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,193.732188,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,190.538892,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,205.504325,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,209.182434,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,221.414883,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,216.165258,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,235.621225,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,230.687275,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,262.295143,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,265.18843,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,282.840239,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,270.425501,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,290.791722,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,281.071039,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,306.383187,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,285.004389,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,295.359506,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RJA,306.225929,F,Business Data Collection - BDC,Region by employment variable,Tasman
BDCQ.SED2RKA,253.313015,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,252.89372,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,263.267631,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,257.122608,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,263.56545,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,261.900283,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,271.717241,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,256.845629,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,270.061448,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,260.710877,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,274.24751,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,254.97475,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,261.998782,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,260.918252,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,268.95201,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,251.684842,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,257.026482,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,261.357562,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,264.114792,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,256.802154,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,260.212281,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,255.067905,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,267.000291,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,253.674667,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,263.235062,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,261.555771,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,278.35975,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,251.441488,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,281.37803,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,247.69481,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,264.712869,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,240.939918,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,257.748583,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,256.197879,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,280.85019,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,254.534398,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,258.162298,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RKA,268.367878,F,Business Data Collection - BDC,Region by employment variable,Nelson
BDCQ.SED2RLA,221.003861,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,216.527131,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,221.431135,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,221.574961,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,236.320591,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,228.455034,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,239.857001,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,230.904871,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,246.086915,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,240.034788,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,249.347347,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,242.239206,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,260.070476,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,253.158326,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,263.817324,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,256.317761,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,267.47249,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,265.08814,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,269.806364,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,269.951265,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,282.767211,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,274.53092,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,284.851958,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,279.714764,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,300.697011,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,291.127645,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,307.468015,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,299.861329,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,317.49011,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,309.732621,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,327.653546,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,309.630532,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,331.234243,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,327.730982,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,353.505553,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,331.356518,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,340.98133,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RLA,349.153721,F,Business Data Collection - BDC,Region by employment variable,Marlborough
BDCQ.SED2RMA,155.969893,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,158.029733,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,168.486088,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,164.493861,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,168.024491,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,169.675548,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,179.467994,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,162.357304,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,166.513666,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,159.640893,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,174.383713,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,162.901351,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,169.28332,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,164.820604,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,179.997303,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,168.225246,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,170.854824,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,173.979164,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,176.029192,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,175.094164,F,Business Data Collection - BDC,Region by employment variable,West Coast
BDCQ.SED2RMA,171.642066,F,Business Data Collection - BDC,Region by employment variable,West Coast
